OID_,ID,hydr_prcnt,drai_prcnt,bedr_prcnt,dens_prcnt,ston_prcnt,TreeMortal
39101,39754,0,0,0,100,0,1
39127,39780,0,0,100,0,14,5
39139,39792,0,0,100,0,0,3
39185,39838,0,0,0,0,0,3
39199,39852,0,0,0,100,0,2
39220,39873,0,0,0,28,38,5
39307,39960,0,0,0,0,0,3
39357,40011,9,0,0,57,10,4
39380,40034,0,6,0,0,0,2
39400,40055,0,0,100,0,0,3
39603,40261,85,0,0,0,0,1
39612,40270,13,0,87,13,100,1
39624,40282,0,0,85,15,15,3
39657,40315,50,0,0,49,49,5
39774,40433,0,0,0,69,0,4
39783,40442,27,0,0,26,63,5
39840,40499,0,0,0,100,0,3
39854,40513,0,0,0,0,0,2
39868,40527,0,0,0,0,0,4
39879,40538,0,0,0,0,0,3
40093,40753,0,0,67,1,1,5
40102,40762,34,0,0,100,34,1
40228,40890,15,0,85,15,0,1
40273,40935,34,0,67,33,33,3
40277,40939,0,0,0,0,42,3
40476,41140,16,0,29,16,16,4
40637,41303,1,0,0,45,45,4
40648,41314,0,0,100,0,0,5
40655,41321,0,0,100,0,27,1
40730,41398,0,0,100,0,0,1
40903,41572,0,0,100,0,0,3
41000,41669,28,0,71,29,100,3
41001,41670,69,0,0,100,70,3
41004,41673,99,0,1,99,99,2
41042,41712,22,78,0,0,0,1
41056,41726,83,0,0,100,83,2
41132,41802,0,0,0,0,100,3
41152,41822,0,11,61,0,0,4
41217,41887,34,0,0,33,100,3
41317,41987,0,0,100,0,0,5
41321,41991,0,0,0,0,0,3
41335,42005,1,0,99,1,1,1
41435,42107,54,0,47,53,53,2
41437,42109,83,0,0,82,82,1
41480,42152,0,0,0,100,0,3
41525,42197,0,0,0,0,0,2
41603,42276,45,0,5,45,60,5
41613,42286,24,0,76,24,100,1
41641,42314,53,0,0,54,54,3
41680,42354,0,0,59,0,67,4
41724,42399,91,0,0,96,91,1
41780,42455,17,0,83,17,17,2
41848,42523,0,0,100,0,48,2
41885,42561,0,68,0,0,32,3
41892,42568,30,0,70,30,30,3
41917,42593,0,0,3,0,3,5
41952,42628,89,0,0,100,100,3
42047,42724,0,0,7,93,0,2
42096,42773,0,0,100,0,100,1
42108,42785,0,0,0,100,0,5
42131,42808,0,0,67,25,0,1
42156,42836,0,100,0,0,0,1
42161,42841,0,0,0,0,0,1
42421,43104,0,0,0,0,0,3
42423,43106,0,0,100,0,0,4
42467,43151,0,0,0,0,0,3
42492,43176,0,0,0,0,98,4
42601,43286,0,0,100,0,0,5
42617,43302,8,0,0,8,8,3
42623,43308,16,0,85,15,15,1
42626,43312,15,0,85,15,100,1
42628,43314,12,0,89,11,100,3
42785,43471,56,0,44,56,100,3
42794,43480,0,0,16,0,0,4
42821,43508,0,0,49,0,0,1
42885,43572,0,60,15,0,0,3
43030,43722,0,0,0,100,0,1
43045,43738,0,0,100,0,0,4
43061,43754,8,0,0,100,7,1
43187,43880,0,12,75,0,0,3
43300,43994,26,0,0,26,48,5
43330,44025,58,0,41,59,59,3
43337,44032,0,0,0,0,0,1
43456,44152,61,0,0,100,60,3
43477,44173,0,0,0,100,0,2
43479,44175,6,0,65,35,6,4
43487,44184,0,0,100,0,16,4
43534,44231,0,0,0,100,0,1
43542,44239,0,0,100,0,0,3
43581,44278,12,0,89,11,11,2
43583,44280,0,0,12,88,0,3
43651,44348,0,0,10,0,90,2
43659,44356,0,0,0,0,100,5
43891,44592,0,0,0,0,0,2
43975,44678,23,0,75,23,23,3
44040,44745,0,0,100,0,0,3
44265,44970,44,0,0,45,45,1
44288,44993,0,0,0,0,0,5
44348,45053,12,0,0,100,12,1
44417,45122,46,3,0,45,45,3
44419,45124,63,0,0,100,63,4
44436,45141,0,0,97,0,0,3
44548,45257,0,0,98,0,0,1
44580,45291,21,0,0,100,21,4
44679,45394,17,0,17,16,83,5
44745,45462,0,0,0,0,83,1
44756,45473,0,0,85,0,0,1
44827,45547,0,0,0,0,68,4
44851,45573,48,0,0,100,48,4
44855,45577,0,0,0,0,0,5
44953,45676,1,0,99,0,0,2
44955,45678,0,0,0,100,0,3
44970,45694,0,0,100,0,100,2
45029,45753,0,0,100,0,0,2
45059,45784,0,0,86,14,38,3
45068,45793,0,0,0,100,0,4
45071,45796,0,0,0,100,0,4
45108,45836,0,0,85,0,0,4
45116,45844,10,0,6,94,10,3
45191,45920,0,0,0,100,0,2
45361,46094,0,0,100,0,100,1
45426,46161,30,0,58,41,32,4
45431,46166,0,0,15,0,0,3
45542,46280,1,0,0,100,1,4
45546,46284,0,0,51,0,51,1
45597,46335,0,100,0,0,0,1
45698,46437,0,0,0,0,100,5
45706,46445,0,0,0,100,0,3
45715,46455,0,0,0,100,28,2
45765,46507,0,0,100,0,0,3
45797,46542,0,0,100,0,5,2
46148,46897,41,0,0,100,41,3
46180,46930,4,0,0,4,4,4
46285,47036,0,0,0,100,0,4
46326,47080,47,0,0,100,48,3
46537,47296,0,0,6,94,0,4
46662,47423,47,0,0,46,46,4
46682,47444,28,0,0,100,28,5
46716,47478,0,0,100,0,0,1
46740,47503,29,0,24,32,29,3
46861,47627,34,0,3,34,35,1
46890,47656,0,0,0,0,0,4
47128,47903,0,0,0,0,0,2
47226,48003,38,0,0,37,37,4
47286,48065,7,0,0,100,7,3
47346,48127,28,0,0,100,28,1
47705,48494,0,15,100,0,0,2
47709,48498,0,0,0,100,0,4
47955,48753,0,0,100,0,0,1
48289,49095,0,25,0,0,0,4
48309,49115,47,0,0,100,7,2
48417,49226,0,0,0,0,0,3
48550,49360,0,0,0,0,0,4
48649,49462,26,0,0,100,26,1
48681,49495,0,0,91,0,0,2
48718,49534,39,0,0,100,39,1
48725,49541,0,0,0,2,0,2
48788,49607,0,0,28,72,0,5
48845,49666,0,0,1,0,1,1
48915,49737,15,0,0,15,15,2
48916,49738,0,0,100,0,0,4
48934,49757,0,0,0,100,0,1
48949,49772,0,0,0,0,0,1
48977,49801,0,0,0,100,0,4
48978,49802,2,1,0,0,0,2
48990,49814,0,26,39,0,0,5
49091,49917,0,0,100,0,0,6
49152,49980,0,0,100,0,0,4
49155,49983,0,0,100,0,100,4
49201,50029,0,0,0,86,0,4
49347,50181,5,0,0,5,5,2
49349,50183,0,0,100,0,0,3
49462,50302,0,0,35,0,35,2
49586,50426,0,0,0,100,0,1
49680,50520,0,0,0,100,0,1
49682,50522,52,0,12,52,52,3
49712,50552,0,0,22,0,0,4
49733,50573,0,0,0,0,0,3
49874,50715,0,0,100,0,0,3
50148,50996,80,15,0,0,0,1
50283,51131,0,0,0,0,0,5
50303,51151,0,0,0,0,0,3
50406,51256,0,0,0,0,0,2
50521,51372,0,0,0,0,0,5
50568,51419,0,0,0,100,0,1
50630,51481,1,0,99,1,100,3
50690,51542,0,2,0,0,0,1
50733,51585,0,0,100,0,100,2
50758,51610,0,0,0,0,0,5
50781,51635,29,0,0,47,0,1
50822,51677,0,100,0,0,0,1
50867,51723,19,0,54,19,72,1
50870,51726,0,100,0,0,0,3
50888,51744,4,96,0,0,0,3
51023,51880,0,0,0,100,0,1
51164,52022,0,0,0,0,0,5
51194,52052,0,100,0,0,0,3
51263,52121,0,0,0,0,0,5
51419,52281,0,100,0,0,0,2
51436,52298,0,0,0,0,0,1
51514,52376,44,56,0,0,0,3
51523,52385,0,0,100,0,100,2
51524,52386,18,0,0,21,18,2
51530,52392,0,0,0,0,0,1
51610,52472,13,87,0,0,0,2
51611,52473,12,88,0,0,0,2
51624,52486,33,0,0,0,0,2
51699,52565,0,100,0,0,0,1
51740,52606,0,0,0,0,0,1
51854,52720,0,0,100,0,46,1
51961,52827,3,98,0,0,0,2
52002,52869,0,0,0,0,0,5
52073,52940,0,62,21,0,0,1
52109,52976,0,100,0,0,0,1
52407,53275,0,0,0,100,0,2
52435,53303,1,99,0,1,1,1
52448,53316,0,100,0,0,0,1
52477,53345,0,0,0,0,0,5
52562,53430,0,0,0,0,0,5
52586,53454,75,0,0,75,75,1
52587,53455,0,0,0,100,100,4
52623,53491,0,0,26,0,0,1
52657,53525,0,11,0,0,0,1
52740,53610,0,0,94,0,0,2
52843,53715,0,0,0,0,55,4
52904,53776,0,0,0,100,0,3
52906,53778,0,100,0,0,0,2
53138,54015,3,0,97,3,100,1
53219,54096,2,0,0,100,2,1
53429,54309,2,0,0,100,0,5
53500,54380,0,0,0,0,0,1
53600,54480,0,100,0,0,0,5
53695,54576,34,0,0,34,34,2
53712,54593,15,84,0,0,0,1
53818,54701,8,92,0,0,0,1
54054,54942,0,0,0,0,0,1
54065,54953,17,0,0,18,18,1
54071,54959,0,0,100,0,52,1
54251,55141,0,0,31,0,0,1
54252,55142,0,0,0,0,0,1
54331,55222,0,0,0,0,74,3
54343,55234,0,100,0,0,0,4
54354,55245,21,79,0,0,0,2
54364,55255,0,15,0,0,0,4
54397,55288,0,100,0,0,0,1
54485,55376,58,0,43,57,57,3
54488,55379,0,0,100,0,0,1
54506,55397,10,0,90,10,10,1
54539,55431,0,0,0,3,0,3
54670,55565,84,0,0,84,84,2
54803,55698,0,50,0,0,0,5
54898,55795,15,0,0,100,68,2
54909,55806,0,0,0,0,0,5
54936,55833,0,80,8,0,0,2
54942,55839,0,100,0,0,0,2
55003,55901,0,100,0,0,0,1
55026,55926,30,0,40,30,2,2
55065,55965,0,77,0,0,0,1
55233,56138,0,0,19,0,0,4
55251,56156,0,0,0,0,100,4
55295,56200,0,0,82,0,0,2
55484,56390,0,0,0,100,0,1
55485,56391,0,0,0,0,0,5
55510,56417,24,0,0,23,23,3
55519,56426,17,0,0,100,17,1
55585,56492,0,0,0,80,0,3
55620,56527,0,0,0,0,0,1
55632,56539,9,0,91,9,9,2
55639,56546,0,0,29,0,58,2
55762,56670,0,81,0,0,0,1
55851,56764,0,0,0,0,0,2
55873,56786,0,0,0,0,0,2
56004,56917,0,0,0,100,0,1
56146,57060,84,15,0,0,0,2
56183,57098,15,0,85,15,100,1
56247,57162,0,0,0,0,0,3
56307,57223,0,0,0,0,0,2
56611,57529,0,0,0,0,100,1
56632,57550,0,0,100,0,99,1
56658,57576,0,0,0,0,0,4
56751,57669,0,0,0,0,0,5
56848,57766,0,0,100,0,100,4
56918,57836,0,0,0,100,0,2
56955,57873,1,0,0,1,1,1
57019,57938,0,0,100,0,0,1
57087,58006,0,100,0,0,0,2
57283,58202,14,0,0,15,36,2
57342,58262,72,0,0,72,72,1
57593,58516,14,0,0,0,0,2
57611,58534,0,100,0,0,0,1
57614,58537,0,0,100,0,58,1
57859,58782,0,0,0,97,0,1
57872,58795,0,100,0,0,0,1
58091,59015,66,0,0,100,66,1
58193,59118,0,0,0,100,0,1
58215,59140,0,0,100,0,0,4
58322,59247,0,0,0,0,0,5
58414,59340,0,0,0,0,0,5
58421,59347,58,0,0,100,58,3
58592,59519,0,0,0,100,0,2
58640,59567,0,0,100,0,0,1
58709,59636,0,100,0,0,0,1
58930,59859,0,100,0,0,0,1
58946,59875,28,0,0,28,43,2
59003,59932,0,0,100,0,0,5
59038,59967,0,0,0,0,0,4
59200,60130,0,100,0,0,0,2
59244,60174,13,0,0,14,14,1
59385,60316,0,0,0,1,71,3
59402,60333,0,0,0,0,0,3
59425,60356,0,18,0,0,0,1
59512,60443,84,0,16,84,100,1
59517,60448,0,0,40,0,0,4
59595,60527,0,0,0,0,0,1
59726,60659,0,0,0,0,0,5
59727,60660,100,0,0,100,100,3
59783,60717,0,0,0,0,0,3
59786,60720,0,0,0,0,0,5
59790,60724,27,0,0,27,27,5
59863,60797,0,0,0,0,0,3
59879,60813,0,0,0,100,0,1
60041,60976,5,76,0,0,0,1
60049,60984,0,100,0,0,0,1
60059,60994,52,0,0,100,52,1
60070,61005,53,0,0,54,54,1
60126,61061,16,0,83,17,17,2
60134,61069,9,0,0,91,0,1
60178,61113,11,78,0,0,0,4
60461,61398,0,0,0,100,0,1
60598,61536,6,0,0,100,7,1
60645,61585,0,0,0,0,0,3
60651,61591,0,0,0,0,0,4
60740,61681,0,42,0,0,0,4
60909,61850,0,0,0,0,0,5
61008,61949,0,100,0,0,0,1
61192,62134,62,0,0,90,29,4
61256,62198,0,0,0,100,0,5
61265,62207,17,0,0,100,16,6
61482,62425,0,0,0,100,0,4
61632,62575,0,0,0,0,0,2
61747,62691,0,0,0,100,0,5
61903,62847,0,0,0,0,0,5
61925,62869,0,0,0,0,100,3
62051,62995,0,0,100,0,100,3
62111,63056,0,0,99,0,0,5
62162,63107,0,0,0,100,0,2
62339,63284,0,0,0,0,0,4
62367,63312,0,0,0,0,0,2
62397,63342,0,0,0,0,0,4
62424,63369,0,0,0,0,7,5
62543,63488,0,0,0,0,0,5
62592,63537,0,0,0,2,0,1
62620,63565,1,0,0,2,2,1
62706,63651,14,0,72,14,14,1
62786,63732,0,0,0,0,0,2
62842,63788,0,67,0,0,0,1
62847,63793,0,0,95,0,95,5
62877,63824,59,0,0,59,99,1
62934,63882,0,0,0,0,0,1
62993,63942,0,0,0,60,0,4
63061,64010,0,0,45,55,0,1
63080,64029,0,100,0,0,0,2
63099,64049,27,0,0,27,27,5
63159,64109,0,0,0,0,0,5
63271,64222,0,0,0,0,0,5
63286,64237,0,0,29,0,0,4
63437,64388,0,0,0,0,0,2
63444,64395,7,0,0,7,7,2
63557,64508,73,0,0,100,73,1
63733,64684,0,91,0,0,0,1
63739,64690,0,0,0,0,100,5
63838,64789,0,100,0,0,0,3
63954,64906,0,0,38,0,0,4
64037,64989,62,0,0,62,62,2
64136,65089,0,100,0,0,0,2
64262,65217,20,3,0,77,0,3
64277,65232,1,0,0,65,65,5
64455,65411,11,0,0,11,11,2
64657,65616,32,0,0,32,32,2
64765,65724,0,39,0,0,0,2
64884,65845,0,0,14,56,0,3
64943,65904,0,0,100,0,0,2
65023,65985,0,0,0,0,0,3
65028,65990,71,0,29,71,71,2
65110,66072,36,13,0,3,3,2
65112,66074,77,0,0,100,76,1
65133,66095,0,0,0,0,0,2
65231,66194,11,0,0,11,11,3
65237,66200,0,49,0,0,0,4
65292,66255,0,0,0,36,0,4
65419,66383,0,0,100,0,92,3
65604,66570,0,0,0,47,0,5
65683,66649,3,0,0,31,31,2
65741,66707,0,100,0,0,0,2
65802,66768,0,0,0,0,100,3
65867,66833,0,0,0,0,0,3
65935,66902,30,0,0,71,0,1
66039,67006,18,0,0,19,19,4
66070,67037,0,0,0,0,0,4
66107,67075,59,0,0,92,59,2
66135,67103,0,0,0,0,0,2
66237,67205,0,0,0,0,70,5
66251,67220,0,0,0,89,0,4
66334,67303,0,0,0,0,100,4
66372,67341,0,0,0,0,0,5
66426,67396,32,0,0,55,0,1
66558,67528,0,0,0,0,67,3
66563,67533,8,0,0,9,9,4
66724,67696,0,100,0,0,0,5
66926,67901,0,100,0,0,0,1
66931,67906,42,0,0,43,100,4
66985,67961,52,0,0,100,100,1
67090,68067,0,0,0,0,4,4
67106,68083,0,0,11,52,0,1
67383,68361,0,0,12,0,89,5
67393,68371,0,0,0,100,2,5
67438,68418,0,0,0,100,0,5
67640,68623,0,0,0,0,0,2
67773,68757,0,0,0,0,0,3
67812,68796,1,0,99,0,28,3
67823,68807,60,0,0,60,60,3
67907,68893,68,0,0,100,68,3
67928,68914,0,0,0,0,0,2
68013,69002,19,0,0,19,19,3
68025,69014,0,0,0,0,0,4
68109,69098,0,0,12,0,12,5
68290,69280,0,0,0,0,0,5
68423,69416,0,0,0,0,0,3
68445,69438,0,0,0,0,0,4
68446,69439,6,0,30,70,6,3
68537,69531,31,0,0,100,31,2
68548,69542,0,0,0,0,0,5
68559,69553,0,0,0,32,0,5
68660,69655,0,0,0,100,0,4
68735,69730,0,0,0,0,0,4
68859,69854,0,0,0,0,20,4
69013,70010,29,0,67,30,6,2
69050,70048,0,0,0,100,0,4
69082,70082,1,0,0,0,0,4
69182,70182,0,0,0,0,0,2
69213,70213,40,0,61,0,0,5
69245,70245,0,0,0,0,0,2
69319,70319,0,0,0,0,0,2
69371,70372,0,0,0,0,0,3
69386,70387,0,0,0,0,0,5
69416,70417,0,0,0,0,0,3
69457,70458,0,0,0,100,0,4
69458,70459,0,22,0,0,0,3
69540,70543,11,0,0,100,0,2
69566,70569,67,0,0,68,68,2
69780,70784,0,1,0,0,0,1
69897,70901,71,0,29,0,0,4
69948,70952,0,0,0,0,0,3
70033,71038,0,0,0,0,0,3
70072,71077,0,43,57,0,56,1
70158,71165,0,0,57,0,0,4
70176,71183,0,0,0,0,0,3
70209,71216,0,0,0,0,0,5
70251,71259,0,0,0,0,0,1
70363,71372,70,31,0,0,0,4
70424,71433,0,0,0,0,0,2
70467,71477,0,0,0,0,0,4
70491,71502,91,0,0,91,91,1
70520,71532,0,0,0,0,82,5
70523,71535,99,0,0,99,99,1
70561,71573,0,0,0,0,0,1
70564,71576,35,0,0,35,35,4
70673,71685,0,0,40,0,0,1
70698,71710,0,0,0,0,0,4
70798,71813,52,0,49,51,51,3
70847,71863,38,0,0,37,37,3
71002,72019,0,49,45,0,45,4
71072,72089,0,0,0,0,0,4
71168,72187,0,0,100,0,0,5
71280,72299,18,0,0,19,36,1
71329,72349,5,0,0,0,0,6
71336,72356,0,100,0,0,0,1
71341,72361,0,0,0,0,0,5
71356,72376,65,0,0,66,66,3
71387,72407,0,0,0,100,41,4
71480,72503,94,0,0,0,0,2
71534,72557,0,0,100,0,100,2
71552,72575,0,0,0,0,0,5
71562,72585,0,0,0,0,0,4
71657,72681,0,0,0,0,0,5
71667,72691,0,27,0,0,73,5
71835,72862,34,0,0,100,34,1
71854,72881,0,0,0,5,5,4
71995,73024,21,0,51,22,22,5
72039,73069,0,0,0,0,0,4
72066,73096,0,100,0,0,0,2
72096,73126,0,0,0,0,0,4
72098,73128,0,0,100,0,94,4
72143,73173,0,31,0,0,0,1
72156,73186,18,0,0,0,0,1
72163,73193,34,0,0,23,23,1
72164,73194,56,0,0,57,57,3
72213,73244,0,0,0,0,0,3
72256,73287,0,0,0,0,94,1
72312,73344,0,0,0,0,0,3
72383,73416,54,0,0,55,55,4
72426,73459,0,0,100,0,0,5
72463,73497,0,0,0,0,0,1
72494,73530,0,0,0,92,8,5
72569,73608,0,0,100,0,0,5
72594,73633,0,0,0,0,0,1
72689,73728,0,0,0,0,0,2
72697,73736,0,100,0,0,0,1
72738,73777,0,0,0,0,0,1
72851,73893,7,0,0,100,7,2
72941,73985,0,0,0,100,0,1
72975,74019,0,0,0,0,0,4
72977,74021,0,0,0,0,0,3
73105,74149,7,0,0,7,7,4
73139,74184,0,0,100,0,56,3
73298,74344,0,0,66,0,0,2
73317,74363,15,0,0,15,15,4
73332,74378,63,0,0,0,0,5
73358,74404,0,0,91,0,91,4
73508,74556,26,0,0,70,0,1
73552,74601,0,0,0,65,0,1
73563,74613,0,0,0,0,0,3
73575,74625,0,0,0,0,82,5
73641,74692,0,0,0,0,0,4
73845,74897,0,100,0,0,0,1
73873,74926,58,43,0,0,0,3
74103,75160,0,0,100,0,100,3
74132,75189,0,0,0,0,0,2
74142,75199,0,0,0,0,0,5
74178,75235,9,0,0,9,9,2
74199,75258,0,0,0,0,0,1
74202,75261,0,0,0,0,13,1
74271,75330,0,0,0,100,0,1
74333,75394,0,0,100,0,0,3
74401,75464,0,0,0,0,0,5
74432,75496,0,0,0,0,0,5
74461,75526,0,0,0,0,0,1
74546,75614,0,0,0,0,0,5
74580,75649,0,0,100,0,0,4
74735,75810,3,97,0,0,0,2
74954,76034,0,0,0,100,0,1
74998,76080,91,0,0,91,91,2
75015,76097,0,0,0,100,0,3
75082,76167,0,0,0,0,0,3
75106,76192,0,0,0,0,0,3
75120,76206,70,0,0,70,70,3
75126,76212,0,0,0,0,100,1
75205,76292,0,0,0,100,0,1
75247,76336,70,0,0,69,100,3
75278,76367,39,0,0,39,39,2
75449,76542,0,0,0,0,100,1
75468,76561,0,0,0,0,0,4
75480,76573,0,0,100,0,0,4
75496,76590,0,64,0,0,0,3
75533,76628,0,0,0,0,0,1
75567,76662,65,0,0,64,64,4
75625,76721,83,0,0,100,83,1
75697,76796,1,0,0,1,1,4
75708,76808,0,0,0,0,0,2
75711,76811,50,0,0,49,49,3
75717,76818,0,97,0,0,0,2
75724,76825,0,0,0,0,0,4
75787,76888,0,0,0,80,0,3
75847,76949,0,0,0,0,0,5
75872,76974,0,51,0,0,49,2
75908,77011,0,0,0,0,0,1
76022,77127,0,0,0,0,0,5
76231,77345,0,0,0,0,100,1
76252,77366,0,0,0,100,0,4
76304,77419,0,99,0,0,0,2
76318,77433,0,0,0,0,0,5
76356,77473,0,0,0,0,0,1
76392,77510,0,0,0,0,0,2
76616,77742,0,0,0,100,0,2
76735,77867,4,0,0,42,5,6
76765,77899,0,0,51,0,0,1
76843,77981,22,0,0,21,100,1
76998,78144,0,0,0,0,0,5
77067,78218,0,0,0,0,0,3
77106,78262,0,0,0,0,0,4
77111,78267,0,0,0,0,0,2
77140,78302,0,0,0,0,95,3
77166,78329,0,0,100,0,0,1
77272,78447,0,91,0,0,0,1
77308,78483,0,100,0,0,0,6
77374,78549,0,100,0,0,0,1
77401,78577,0,0,0,100,0,1
